start,end,"duration [rev]",description,"CCD row",origin
2150.428277,2150.431141,0.002864,VPU-4 anomaly,6,ObjectLog
2150.432311,2150.535089,0.102778,VPU-4 anomaly,4,AGIS
2150.432311,2150.535089,0.102778,VPU-4 anomaly,5,AGIS
2150.432311,2150.535089,0.102778,VPU-4 anomaly,6,AGIS
2150.432311,2150.535089,0.102778,VPU-4 anomaly,7,AGIS
2154.114313,2154.117092,0.002779,VPU-7 anomaly,7,ObjectLog
2154.117749,2154.120827,0.003079,VPU-7 anomaly,4,ObjectLog
2154.117869,2154.120827,0.002959,VPU-7 anomaly,6,ObjectLog
2154.117947,2154.120818,0.002871,VPU-7 anomaly,5,ObjectLog
2154.117978,2154.225293,0.107315,VPU-7 anomaly,4,AGIS
2154.117978,2154.225293,0.107315,VPU-7 anomaly,5,AGIS
2154.117978,2154.225293,0.107315,VPU-7 anomaly,6,AGIS
2154.117978,2154.225293,0.107315,VPU-7 anomaly,7,AGIS
2154.421977,2154.424823,0.002846,VPU-6 anomaly,6,ObjectLog
2165.159839,2165.181517,0.021678,Malargue data loss,5,ObjectLog
2165.159989,2165.181563,0.021574,Malargue data loss,6,ObjectLog
2165.160003,2165.181427,0.021423,Malargue data loss,4,ObjectLog
2165.160089,2165.178144,0.018056,Malargue data loss,4,AGIS
2165.160089,2165.178144,0.018056,Malargue data loss,5,AGIS
2165.160089,2165.178144,0.018056,Malargue data loss,6,AGIS
2165.160089,2165.178144,0.018056,Malargue data loss,7,AGIS
2165.160157,2165.181529,0.021371,Malargue data loss,7,ObjectLog
2167.315557,2167.318421,0.002864,VPU-6 anomaly,6,ObjectLog
2172.834150,2172.883126,0.048976,VPU software update,7,ObjectLog
2172.834160,2172.845628,0.011468,VPU software update,4,ObjectLog
2172.834312,2172.845696,0.011384,VPU software update,5,ObjectLog
2172.835089,2173.064255,0.229167,VPU software update,4,AGIS
2172.835089,2173.064255,0.229167,VPU software update,5,AGIS
2172.835089,2173.064255,0.229167,VPU software update,6,AGIS
2172.835089,2173.064255,0.229167,VPU software update,7,AGIS
2172.835128,2172.846036,0.010907,VPU software update,6,ObjectLog
2172.842902,2172.846165,0.003263,VPU software update,4,ObjectLog
2172.842976,2172.846226,0.003250,VPU software update,5,ObjectLog
2172.842988,2172.845773,0.002785,VPU software update,7,ObjectLog
2172.843045,2172.845988,0.002943,VPU software update,7,ObjectLog
2172.843276,2172.846641,0.003365,VPU software update,7,ObjectLog
2172.843307,2172.846335,0.003027,VPU software update,6,ObjectLog
2172.843436,2172.846681,0.003245,VPU software update,4,ObjectLog
2172.843511,2172.846439,0.002929,VPU software update,5,ObjectLog
2172.843613,2172.847004,0.003391,VPU software update,6,ObjectLog
2172.843739,2172.846714,0.002975,VPU software update,5,ObjectLog
2172.843918,2172.847018,0.003099,VPU software update,7,ObjectLog
2172.843951,2172.846728,0.002778,VPU software update,4,ObjectLog
2172.843989,2172.846771,0.002781,VPU software update,5,ObjectLog
2172.844005,2172.846813,0.002808,VPU software update,4,ObjectLog
2172.844044,2172.846822,0.002778,VPU software update,5,ObjectLog
2172.844085,2172.846863,0.002778,VPU software update,4,ObjectLog
2172.844121,2172.847138,0.003017,VPU software update,5,ObjectLog
2172.844180,2172.847228,0.003048,VPU software update,4,ObjectLog
2172.844274,2172.847365,0.003091,VPU software update,6,ObjectLog
2172.844286,2172.847277,0.002991,VPU software update,7,ObjectLog
2172.844408,2172.848224,0.003816,VPU software update,5,ObjectLog
2172.844504,2172.847538,0.003034,VPU software update,4,ObjectLog
2172.844557,2172.847376,0.002820,VPU software update,7,ObjectLog
2172.844640,2172.849135,0.004495,VPU software update,6,ObjectLog
2172.844675,2172.847467,0.002792,VPU software update,7,ObjectLog
2172.844743,2172.847564,0.002821,VPU software update,7,ObjectLog
2172.844817,2172.847993,0.003176,VPU software update,4,ObjectLog
2172.844851,2172.848059,0.003208,VPU software update,7,ObjectLog
2172.845271,2172.848558,0.003288,VPU software update,4,ObjectLog
2172.845331,2172.848108,0.002778,VPU software update,7,ObjectLog
2172.845380,2172.848318,0.002938,VPU software update,7,ObjectLog
2172.845499,2172.848577,0.003077,VPU software update,5,ObjectLog
2172.845600,2172.848840,0.003240,VPU software update,7,ObjectLog
2172.845841,2172.848700,0.002859,VPU software update,4,ObjectLog
2172.845851,2172.848824,0.002974,VPU software update,5,ObjectLog
2172.845974,2172.849071,0.003097,VPU software update,4,ObjectLog
2172.846115,2172.849673,0.003558,VPU software update,5,ObjectLog
2172.846133,2172.848927,0.002794,VPU software update,7,ObjectLog
2172.846233,2172.849241,0.003008,VPU software update,7,ObjectLog
2172.846366,2172.849714,0.003348,VPU software update,4,ObjectLog
2172.846405,2172.849976,0.003571,VPU software update,6,ObjectLog
2172.846518,2172.849308,0.002790,VPU software update,7,ObjectLog
2172.846581,2172.849447,0.002866,VPU software update,7,ObjectLog
2172.846732,2172.850400,0.003669,VPU software update,7,ObjectLog
2172.846957,2172.851417,0.004459,VPU software update,5,ObjectLog
2172.846994,2172.849789,0.002796,VPU software update,4,ObjectLog
2172.847071,2172.849953,0.002882,VPU software update,4,ObjectLog
2172.847243,2172.850241,0.002998,VPU software update,4,ObjectLog
2172.847261,2172.850227,0.002966,VPU software update,6,ObjectLog
2172.847504,2172.850387,0.002883,VPU software update,6,ObjectLog
2172.847516,2172.850705,0.003190,VPU software update,4,ObjectLog
2172.847668,2172.850446,0.002778,VPU software update,6,ObjectLog
2172.847678,2172.850862,0.003184,VPU software update,7,ObjectLog
2172.847715,2172.850979,0.003264,VPU software update,6,ObjectLog
2172.847977,2172.851189,0.003212,VPU software update,4,ObjectLog
2172.848133,2172.851518,0.003385,VPU software update,7,ObjectLog
2172.848249,2172.851074,0.002825,VPU software update,6,ObjectLog
2172.848390,2172.851184,0.002794,VPU software update,6,ObjectLog
2172.848457,2172.851681,0.003224,VPU software update,6,ObjectLog
2172.848470,2172.851357,0.002887,VPU software update,4,ObjectLog
2172.848651,2172.852069,0.003418,VPU software update,4,ObjectLog
2172.848711,2172.851533,0.002822,VPU software update,5,ObjectLog
2172.848803,2172.851644,0.002841,VPU software update,5,ObjectLog
2172.848834,2172.851613,0.002779,VPU software update,7,ObjectLog
2172.848893,2172.852163,0.003270,VPU software update,7,ObjectLog
2172.848938,2172.851918,0.002980,VPU software update,5,ObjectLog
2172.848971,2172.851803,0.002832,VPU software update,6,ObjectLog
2172.849077,2172.851855,0.002778,VPU software update,6,ObjectLog
2172.849124,2172.853149,0.004025,VPU software update,6,ObjectLog
2172.849194,2172.852603,0.003409,VPU software update,5,ObjectLog
2172.849344,2172.852160,0.002816,VPU software update,4,ObjectLog
2172.849434,2172.852430,0.002996,VPU software update,4,ObjectLog
2172.849438,2172.852445,0.003008,VPU software update,7,ObjectLog
2172.849699,2172.852514,0.002815,VPU software update,4,ObjectLog
2172.849719,2172.853794,0.004075,VPU software update,7,ObjectLog
2172.849783,2172.853757,0.003973,VPU software update,4,ObjectLog
2172.849898,2172.852750,0.002852,VPU software update,5,ObjectLog
2172.850021,2172.853619,0.003598,VPU software update,5,ObjectLog
2172.850443,2172.853253,0.002811,VPU software update,6,ObjectLog
2172.850542,2172.853574,0.003032,VPU software update,6,ObjectLog
2172.850853,2172.854026,0.003173,VPU software update,6,ObjectLog
2172.850917,2172.853827,0.002910,VPU software update,5,ObjectLog
2172.851030,2172.854358,0.003328,VPU software update,4,ObjectLog
2172.851090,2172.854560,0.003470,VPU software update,7,ObjectLog
2172.851112,2172.854067,0.002956,VPU software update,5,ObjectLog
2172.851306,2172.854468,0.003162,VPU software update,6,ObjectLog
2172.851350,2172.854259,0.002909,VPU software update,5,ObjectLog
2172.851541,2172.854465,0.002925,VPU software update,5,ObjectLog
2172.851642,2172.854698,0.003055,VPU software update,4,ObjectLog
2172.851743,2172.854811,0.003068,VPU software update,6,ObjectLog
2172.851755,2172.854677,0.002922,VPU software update,5,ObjectLog
2172.851840,2172.855648,0.003808,VPU software update,7,ObjectLog
2172.851946,2172.855713,0.003767,VPU software update,5,ObjectLog
2172.851974,2172.854809,0.002835,VPU software update,4,ObjectLog
2172.852084,2172.855515,0.003431,VPU software update,4,ObjectLog
2172.852102,2172.855775,0.003673,VPU software update,6,ObjectLog
2172.852796,2172.856122,0.003326,VPU software update,4,ObjectLog
2172.852935,2172.856104,0.003169,VPU software update,7,ObjectLog
2172.852986,2172.855929,0.002943,VPU software update,5,ObjectLog
2172.853048,2172.855881,0.002833,VPU software update,6,ObjectLog
2172.853186,2172.856218,0.003032,VPU software update,6,ObjectLog
2172.853199,2172.855976,0.002778,VPU software update,5,ObjectLog
2172.853290,2172.856268,0.002979,VPU software update,5,ObjectLog
2172.853378,2172.856419,0.003042,VPU software update,7,ObjectLog
2172.853409,2172.856800,0.003391,VPU software update,4,ObjectLog
2172.853512,2172.856289,0.002778,VPU software update,6,ObjectLog
2172.853582,2172.856892,0.003311,VPU software update,6,ObjectLog
2172.853588,2172.856406,0.002818,VPU software update,5,ObjectLog
2172.853675,2172.856669,0.002994,VPU software update,5,ObjectLog
2172.853699,2172.856477,0.002778,VPU software update,7,ObjectLog
2172.853751,2172.856539,0.002788,VPU software update,7,ObjectLog
2172.853834,2172.856624,0.002789,VPU software update,7,ObjectLog
2172.853902,2172.857275,0.003373,VPU software update,7,ObjectLog
2172.853947,2172.857044,0.003097,VPU software update,5,ObjectLog
2172.854081,2172.856874,0.002794,VPU software update,4,ObjectLog
2172.854147,2172.857272,0.003125,VPU software update,4,ObjectLog
2172.854197,2172.857170,0.002972,VPU software update,6,ObjectLog
2172.854314,2172.857133,0.002819,VPU software update,5,ObjectLog
2172.854407,2172.857222,0.002815,VPU software update,5,ObjectLog
2172.854445,2172.857464,0.003020,VPU software update,6,ObjectLog
2172.854513,2172.857308,0.002796,VPU software update,5,ObjectLog
2172.854552,2172.857440,0.002887,VPU software update,4,ObjectLog
2172.854562,2172.857429,0.002867,VPU software update,7,ObjectLog
2172.854591,2172.858983,0.004393,VPU software update,5,ObjectLog
2172.854725,2172.857726,0.003001,VPU software update,7,ObjectLog
2172.854733,2172.857515,0.002782,VPU software update,4,ObjectLog
2172.854736,2172.858074,0.003338,VPU software update,6,ObjectLog
2172.854806,2172.857813,0.003007,VPU software update,4,ObjectLog
2172.855017,2172.857795,0.002778,VPU software update,7,ObjectLog
2172.855071,2172.858208,0.003137,VPU software update,7,ObjectLog
2172.855115,2172.858729,0.003614,VPU software update,4,ObjectLog
2172.855357,2172.858400,0.003043,VPU software update,6,ObjectLog
2172.855482,2172.858326,0.002843,VPU software update,7,ObjectLog
2172.855605,2172.858382,0.002778,VPU software update,7,ObjectLog
2172.855655,2172.858723,0.003068,VPU software update,7,ObjectLog
2172.855674,2172.858636,0.002962,VPU software update,6,ObjectLog
2172.855905,2172.858967,0.003062,VPU software update,6,ObjectLog
2172.856005,2172.858890,0.002885,VPU software update,4,ObjectLog
2172.856043,2172.858930,0.002887,VPU software update,7,ObjectLog
2172.856189,2172.859008,0.002820,VPU software update,4,ObjectLog
2172.856217,2172.859063,0.002846,VPU software update,7,ObjectLog
2172.856250,2172.859074,0.002823,VPU software update,6,ObjectLog
2172.856254,2172.859048,0.002794,VPU software update,5,ObjectLog
2172.856320,2172.859923,0.003603,VPU software update,5,ObjectLog
2172.856349,2172.859196,0.002848,VPU software update,4,ObjectLog
2172.856362,2172.859303,0.002942,VPU software update,6,ObjectLog
2172.856366,2172.859410,0.003044,VPU software update,7,ObjectLog
2172.856466,2172.859378,0.002912,VPU software update,4,ObjectLog
2172.856597,2172.859405,0.002808,VPU software update,6,ObjectLog
2172.856647,2172.859714,0.003067,VPU software update,4,ObjectLog
2172.856681,2172.859471,0.002791,VPU software update,7,ObjectLog
2172.856681,2172.859460,0.002779,VPU software update,6,ObjectLog
2172.856736,2172.859582,0.002847,VPU software update,6,ObjectLog
2172.856749,2172.859527,0.002778,VPU software update,7,ObjectLog
2172.856806,2172.859659,0.002853,VPU software update,7,ObjectLog
2172.856853,2172.859933,0.003081,VPU software update,6,ObjectLog
2172.856935,2172.859880,0.002945,VPU software update,7,ObjectLog
2172.856988,2172.860189,0.003201,VPU software update,4,ObjectLog
2172.857160,2172.860216,0.003056,VPU software update,7,ObjectLog
2172.857220,2172.861604,0.004384,VPU software update,6,ObjectLog
2172.857262,2172.860122,0.002860,VPU software update,5,ObjectLog
2172.857403,2172.860846,0.003443,VPU software update,5,ObjectLog
2172.857471,2172.860272,0.002801,VPU software update,4,ObjectLog
2172.857487,2172.861209,0.003723,VPU software update,7,ObjectLog
2172.857572,2172.860635,0.003063,VPU software update,4,ObjectLog
2172.857913,2172.860981,0.003069,VPU software update,4,ObjectLog
2172.858122,2172.863096,0.004975,VPU software update,5,ObjectLog
2172.858255,2172.861450,0.003195,VPU software update,4,ObjectLog
2172.858479,2172.868115,0.009636,VPU software update,7,ObjectLog
2172.858720,2172.865947,0.007227,VPU software update,4,ObjectLog
2172.858878,2172.861966,0.003088,VPU software update,6,ObjectLog
2172.859237,2172.862179,0.002942,VPU software update,6,ObjectLog
2172.859469,2172.862248,0.002780,VPU software update,6,ObjectLog
2172.859517,2172.862408,0.002891,VPU software update,6,ObjectLog
2172.859676,2172.868377,0.008701,VPU software update,6,ObjectLog
2172.860365,2172.870031,0.009666,VPU software update,5,ObjectLog
2172.863229,2172.871878,0.008649,VPU software update,4,ObjectLog
2172.865391,2172.872013,0.006623,VPU software update,7,ObjectLog
2172.865657,2172.870070,0.004413,VPU software update,6,ObjectLog
2172.867311,2172.875308,0.007997,VPU software update,5,ObjectLog
2172.867361,2172.871423,0.004062,VPU software update,6,ObjectLog
2172.868697,2172.883126,0.014429,VPU software update,6,ObjectLog
2172.869162,2172.874371,0.005210,VPU software update,4,ObjectLog
2172.869283,2172.882222,0.012938,VPU software update,7,ObjectLog
2172.871674,2172.881826,0.010152,VPU software update,4,ObjectLog
2172.872583,2172.875393,0.002810,VPU software update,5,ObjectLog
2172.872661,2172.881338,0.008676,VPU software update,5,ObjectLog
2172.883773,2172.886613,0.002840,VPU software update,5,ObjectLog
2172.883911,2172.901386,0.017474,VPU software update,5,ObjectLog
2172.884103,2172.901386,0.017282,VPU software update,4,ObjectLog
2172.884190,2172.901386,0.017195,VPU software update,7,ObjectLog
2172.884594,2172.898470,0.013876,VPU software update,6,ObjectLog
2172.893504,2172.897091,0.003587,VPU software update,5,ObjectLog
2172.893512,2172.897151,0.003638,VPU software update,6,ObjectLog
2172.894334,2172.897410,0.003075,VPU software update,4,ObjectLog
2172.894364,2172.897228,0.002864,VPU software update,5,ObjectLog
2172.894365,2172.897547,0.003182,VPU software update,7,ObjectLog
2172.894450,2172.897236,0.002786,VPU software update,6,ObjectLog
2172.894517,2172.897295,0.002778,VPU software update,5,ObjectLog
2172.894523,2172.897386,0.002863,VPU software update,6,ObjectLog
2172.894604,2172.897382,0.002778,VPU software update,5,ObjectLog
2172.894655,2172.898341,0.003686,VPU software update,6,ObjectLog
2172.894665,2172.897462,0.002797,VPU software update,5,ObjectLog
2172.894682,2172.897628,0.002946,VPU software update,4,ObjectLog
2172.894732,2172.897547,0.002815,VPU software update,5,ObjectLog
2172.894819,2172.897773,0.002954,VPU software update,7,ObjectLog
2172.894840,2172.897815,0.002975,VPU software update,5,ObjectLog
2172.894900,2172.897707,0.002806,VPU software update,4,ObjectLog
2172.894977,2172.897848,0.002871,VPU software update,4,ObjectLog
2172.895080,2172.897919,0.002839,VPU software update,7,ObjectLog
2172.895125,2172.897944,0.002819,VPU software update,4,ObjectLog
2172.895158,2172.898171,0.003013,VPU software update,5,ObjectLog
2172.895211,2172.898235,0.003024,VPU software update,7,ObjectLog
2172.895215,2172.897992,0.002778,VPU software update,4,ObjectLog
2172.895269,2172.898267,0.002998,VPU software update,4,ObjectLog
2172.895449,2172.898227,0.002778,VPU software update,5,ObjectLog
2172.895499,2172.898420,0.002921,VPU software update,5,ObjectLog
2172.895509,2172.898586,0.003077,VPU software update,7,ObjectLog
2172.895543,2172.898549,0.003006,VPU software update,4,ObjectLog
2172.895624,2172.898470,0.002846,VPU software update,6,ObjectLog
2172.895708,2172.898541,0.002833,VPU software update,5,ObjectLog
2172.895786,2172.898960,0.003174,VPU software update,6,ObjectLog
2172.895821,2172.898741,0.002920,VPU software update,5,ObjectLog
2172.895828,2172.898636,0.002808,VPU software update,4,ObjectLog
2172.895891,2172.898669,0.002778,VPU software update,7,ObjectLog
2172.895910,2172.898795,0.002885,VPU software update,4,ObjectLog
2172.895951,2172.898751,0.002800,VPU software update,7,ObjectLog
2172.896037,2172.899222,0.003185,VPU software update,7,ObjectLog
2172.896079,2172.898857,0.002778,VPU software update,5,ObjectLog
2172.896085,2172.899074,0.002989,VPU software update,4,ObjectLog
2172.896145,2172.899027,0.002883,VPU software update,5,ObjectLog
2172.896242,2172.899194,0.002952,VPU software update,6,ObjectLog
2172.896299,2172.899080,0.002782,VPU software update,5,ObjectLog
2172.896343,2172.899265,0.002922,VPU software update,4,ObjectLog
2172.896363,2172.899257,0.002894,VPU software update,5,ObjectLog
2172.896470,2172.899369,0.002899,VPU software update,6,ObjectLog
2172.896518,2172.899772,0.003254,VPU software update,7,ObjectLog
2172.896538,2172.899566,0.003028,VPU software update,4,ObjectLog
2172.896594,2172.899414,0.002820,VPU software update,5,ObjectLog
2172.896655,2172.899623,0.002969,VPU software update,6,ObjectLog
2172.896706,2172.899491,0.002785,VPU software update,5,ObjectLog
2172.896831,2172.899810,0.002979,VPU software update,5,ObjectLog
2172.896837,2172.899706,0.002868,VPU software update,4,ObjectLog
2172.896940,2172.899842,0.002902,VPU software update,6,ObjectLog
2172.897010,2172.900179,0.003169,VPU software update,4,ObjectLog
2172.897059,2172.899837,0.002778,VPU software update,7,ObjectLog
2172.897113,2172.899947,0.002834,VPU software update,6,ObjectLog
2172.897121,2172.900209,0.003088,VPU software update,5,ObjectLog
2172.897146,2172.900029,0.002883,VPU software update,7,ObjectLog
2172.897228,2172.900288,0.003060,VPU software update,6,ObjectLog
2172.897315,2172.900122,0.002806,VPU software update,7,ObjectLog
2172.897398,2172.900657,0.003259,VPU software update,7,ObjectLog
2172.897485,2172.900341,0.002856,VPU software update,5,ObjectLog
2172.897510,2172.900408,0.002898,VPU software update,4,ObjectLog
2172.897615,2172.900494,0.002879,VPU software update,6,ObjectLog
2172.897619,2172.900399,0.002780,VPU software update,5,ObjectLog
2172.897678,2172.900456,0.002778,VPU software update,5,ObjectLog
2172.897693,2172.900634,0.002941,VPU software update,4,ObjectLog
2172.897741,2172.901012,0.003272,VPU software update,5,ObjectLog
2172.897778,2172.900707,0.002929,VPU software update,6,ObjectLog
2172.897931,2172.900735,0.002803,VPU software update,7,ObjectLog
2172.897945,2172.901378,0.003433,VPU software update,4,ObjectLog
2172.897997,2172.901272,0.003276,VPU software update,6,ObjectLog
2172.898019,2172.900891,0.002872,VPU software update,7,ObjectLog
2172.898186,2172.901236,0.003050,VPU software update,7,ObjectLog
2172.898340,2172.901260,0.002920,VPU software update,5,ObjectLog
2172.898528,2172.901386,0.002857,VPU software update,7,ObjectLog
2172.898531,2172.901386,0.002855,VPU software update,5,ObjectLog
2172.898556,2172.901363,0.002807,VPU software update,6,ObjectLog
2172.930494,2172.977123,0.046630,VPU software update,7,ObjectLog
2172.930503,2172.965683,0.035180,VPU software update,6,ObjectLog
2172.930512,2172.959189,0.028676,VPU software update,5,ObjectLog
2172.930618,2172.946844,0.016226,VPU software update,4,ObjectLog
2172.933412,2172.938675,0.005263,VPU software update,6,ObjectLog
2172.935947,2172.950735,0.014788,VPU software update,6,ObjectLog
2172.944118,2172.950857,0.006739,VPU software update,4,ObjectLog
2172.947910,2172.950688,0.002778,VPU software update,7,ObjectLog
2172.947961,2172.950847,0.002886,VPU software update,7,ObjectLog
2172.948011,2172.950869,0.002857,VPU software update,6,ObjectLog
2172.948120,2172.958039,0.009919,VPU software update,7,ObjectLog
2172.948128,2172.957355,0.009227,VPU software update,4,ObjectLog
2172.948159,2172.957317,0.009158,VPU software update,6,ObjectLog
2172.954622,2172.958068,0.003446,VPU software update,6,ObjectLog
2172.954640,2172.959214,0.004573,VPU software update,4,ObjectLog
2172.955319,2172.959213,0.003894,VPU software update,7,ObjectLog
2172.955359,2172.960618,0.005259,VPU software update,6,ObjectLog
2172.956475,2172.959306,0.002830,VPU software update,5,ObjectLog
2172.956506,2172.960686,0.004179,VPU software update,4,ObjectLog
2172.956538,2172.960707,0.004169,VPU software update,7,ObjectLog
2172.956626,2172.960058,0.003432,VPU software update,5,ObjectLog
2172.957333,2172.960635,0.003302,VPU software update,5,ObjectLog
2172.957889,2172.962932,0.005043,VPU software update,6,ObjectLog
2172.957955,2172.960733,0.002778,VPU software update,4,ObjectLog
2172.957967,2172.960755,0.002788,VPU software update,5,ObjectLog
2172.957986,2172.963369,0.005383,VPU software update,7,ObjectLog
2172.958034,2172.962898,0.004865,VPU software update,5,ObjectLog
2172.958038,2172.962882,0.004844,VPU software update,4,ObjectLog
2172.960177,2172.963119,0.002942,VPU software update,4,ObjectLog
2172.960180,2172.963093,0.002913,VPU software update,5,ObjectLog
2172.960215,2172.963257,0.003042,VPU software update,6,ObjectLog
2172.960370,2172.963150,0.002780,VPU software update,5,ObjectLog
2172.960420,2172.964053,0.003632,VPU software update,5,ObjectLog
2172.960435,2172.963563,0.003128,VPU software update,4,ObjectLog
2172.960528,2172.963580,0.003052,VPU software update,6,ObjectLog
2172.960657,2172.964107,0.003449,VPU software update,7,ObjectLog
2172.960840,2172.963757,0.002917,VPU software update,4,ObjectLog
2172.960853,2172.963696,0.002844,VPU software update,6,ObjectLog
2172.960974,2172.963966,0.002993,VPU software update,6,ObjectLog
2172.961039,2172.964030,0.002992,VPU software update,4,ObjectLog
2172.961252,2172.964176,0.002924,VPU software update,6,ObjectLog
2172.961307,2172.964367,0.003060,VPU software update,4,ObjectLog
2172.961322,2172.964167,0.002845,VPU software update,5,ObjectLog
2172.961378,2172.964232,0.002854,VPU software update,7,ObjectLog
2172.961441,2172.964236,0.002795,VPU software update,5,ObjectLog
2172.961461,2172.964419,0.002958,VPU software update,6,ObjectLog
2172.961512,2172.964444,0.002932,VPU software update,7,ObjectLog
2172.961529,2172.964353,0.002824,VPU software update,5,ObjectLog
2172.961628,2172.964515,0.002888,VPU software update,5,ObjectLog
2172.961651,2172.964510,0.002859,VPU software update,4,ObjectLog
2172.961691,2172.964696,0.003005,VPU software update,6,ObjectLog
2172.961714,2172.964594,0.002879,VPU software update,7,ObjectLog
2172.961785,2172.964593,0.002808,VPU software update,5,ObjectLog
2172.961816,2172.964661,0.002845,VPU software update,4,ObjectLog
2172.961885,2172.964717,0.002833,VPU software update,5,ObjectLog
2172.961921,2172.964702,0.002780,VPU software update,7,ObjectLog
2172.961936,2172.965070,0.003134,VPU software update,4,ObjectLog
2172.961971,2172.964874,0.002903,VPU software update,7,ObjectLog
2172.961972,2172.964960,0.002988,VPU software update,6,ObjectLog
2172.961995,2172.964888,0.002892,VPU software update,5,ObjectLog
2172.962147,2172.965361,0.003214,VPU software update,7,ObjectLog
2172.962157,2172.965062,0.002905,VPU software update,5,ObjectLog
2172.962237,2172.965015,0.002778,VPU software update,6,ObjectLog
2172.962286,2172.965113,0.002827,VPU software update,6,ObjectLog
2172.962353,2172.965196,0.002843,VPU software update,5,ObjectLog
2172.962370,2172.965426,0.003056,VPU software update,4,ObjectLog
2172.962382,2172.965160,0.002778,VPU software update,6,ObjectLog
2172.962436,2172.965226,0.002790,VPU software update,6,ObjectLog
2172.962472,2172.965423,0.002951,VPU software update,5,ObjectLog
2172.962502,2172.965491,0.002989,VPU software update,6,ObjectLog
2172.962655,2172.965578,0.002923,VPU software update,7,ObjectLog
2172.962702,2172.966137,0.003435,VPU software update,5,ObjectLog
2172.962735,2172.965513,0.002778,VPU software update,4,ObjectLog
2172.962801,2172.965683,0.002883,VPU software update,6,ObjectLog
2172.962808,2172.965614,0.002806,VPU software update,4,ObjectLog
2172.962857,2172.966009,0.003152,VPU software update,7,ObjectLog
2172.962890,2172.965704,0.002814,VPU software update,4,ObjectLog
2172.962963,2172.966131,0.003168,VPU software update,6,ObjectLog
2172.962975,2172.965889,0.002914,VPU software update,4,ObjectLog
2172.963169,2172.965947,0.002778,VPU software update,4,ObjectLog
2172.963251,2172.966164,0.002913,VPU software update,4,ObjectLog
2172.963281,2172.966220,0.002939,VPU software update,7,ObjectLog
2172.963406,2172.966304,0.002898,VPU software update,6,ObjectLog
2172.963446,2172.966534,0.003089,VPU software update,5,ObjectLog
2172.963451,2172.966430,0.002979,VPU software update,4,ObjectLog
2172.963511,2172.966492,0.002982,VPU software update,7,ObjectLog
2172.963574,2172.966353,0.002780,VPU software update,6,ObjectLog
2172.963654,2172.966604,0.002950,VPU software update,6,ObjectLog
2172.963709,2172.966550,0.002841,VPU software update,4,ObjectLog
2172.963776,2172.966621,0.002846,VPU software update,7,ObjectLog
2172.963807,2172.966585,0.002778,VPU software update,5,ObjectLog
2172.963836,2172.967243,0.003407,VPU software update,4,ObjectLog
2172.963880,2172.967119,0.003240,VPU software update,5,ObjectLog
2172.963898,2172.967122,0.003225,VPU software update,7,ObjectLog
2172.963917,2172.966715,0.002798,VPU software update,6,ObjectLog
2172.963990,2172.966969,0.002979,VPU software update,6,ObjectLog
2172.964249,2172.967419,0.003170,VPU software update,6,ObjectLog
2172.964394,2172.967240,0.002846,VPU software update,5,ObjectLog
2172.964403,2172.967371,0.002968,VPU software update,7,ObjectLog
2172.964518,2172.967403,0.002885,VPU software update,4,ObjectLog
2172.964525,2172.967613,0.003088,VPU software update,5,ObjectLog
2172.964682,2172.967460,0.002778,VPU software update,4,ObjectLog
2172.964692,2172.967564,0.002872,VPU software update,7,ObjectLog
2172.964704,2172.967498,0.002793,VPU software update,6,ObjectLog
2172.964752,2172.967595,0.002843,VPU software update,4,ObjectLog
2172.964832,2172.967841,0.003009,VPU software update,6,ObjectLog
2172.964837,2172.967638,0.002801,VPU software update,7,ObjectLog
2172.964869,2172.967904,0.003034,VPU software update,4,ObjectLog
2172.964890,2172.967809,0.002919,VPU software update,5,ObjectLog
2172.964914,2172.968131,0.003218,VPU software update,7,ObjectLog
2172.965111,2172.967938,0.002827,VPU software update,6,ObjectLog
2172.965123,2172.967942,0.002819,VPU software update,5,ObjectLog
2172.965176,2172.968012,0.002836,VPU software update,4,ObjectLog
2172.965214,2172.968647,0.003434,VPU software update,6,ObjectLog
2172.965242,2172.968349,0.003107,VPU software update,5,ObjectLog
2172.965289,2172.968229,0.002940,VPU software update,4,ObjectLog
2172.965332,2172.968262,0.002930,VPU software update,6,ObjectLog
2172.965413,2172.968398,0.002985,VPU software update,7,ObjectLog
2172.965501,2172.968278,0.002778,VPU software update,4,ObjectLog
2172.965547,2172.968647,0.003100,VPU software update,6,ObjectLog
2172.965550,2172.968328,0.002778,VPU software update,4,ObjectLog
2172.965607,2172.968590,0.002983,VPU software update,4,ObjectLog
2172.965624,2172.968495,0.002871,VPU software update,5,ObjectLog
2172.965670,2172.968630,0.002960,VPU software update,7,ObjectLog
2172.965791,2172.969109,0.003318,VPU software update,5,ObjectLog
2172.965872,2172.968725,0.002853,VPU software update,4,ObjectLog
2172.965918,2172.968696,0.002778,VPU software update,6,ObjectLog
2172.965918,2172.968985,0.003066,VPU software update,7,ObjectLog
2172.965970,2172.968776,0.002806,VPU software update,6,ObjectLog
2172.965996,2172.968773,0.002778,VPU software update,4,ObjectLog
2172.966047,2172.969227,0.003180,VPU software update,4,ObjectLog
2172.966051,2172.968828,0.002778,VPU software update,6,ObjectLog
2172.966121,2172.969514,0.003393,VPU software update,6,ObjectLog
2172.966256,2172.969163,0.002908,VPU software update,7,ObjectLog
