start,end,"duration [rev]",description,"CCD row",origin
2179.663241,2179.666155,0.002914,VPU software update plus commissioning,4,ObjectLog
2179.663245,2179.666377,0.003132,VPU software update plus commissioning,5,ObjectLog
2179.663429,2179.666958,0.003529,VPU software update plus commissioning,4,ObjectLog
2179.663586,2179.666583,0.002996,VPU software update plus commissioning,6,ObjectLog
2179.663604,2179.667094,0.003490,VPU software update plus commissioning,7,ObjectLog
2179.663650,2179.667109,0.003459,VPU software update plus commissioning,5,ObjectLog
2179.663856,2179.666914,0.003059,VPU software update plus commissioning,6,ObjectLog
2179.664191,2179.667208,0.003018,VPU software update plus commissioning,6,ObjectLog
2179.664238,2179.668514,0.004276,VPU software update plus commissioning,4,ObjectLog
2179.664389,2179.667851,0.003462,VPU software update plus commissioning,7,ObjectLog
2179.664406,2179.667761,0.003355,VPU software update plus commissioning,5,ObjectLog
2179.664488,2179.667521,0.003033,VPU software update plus commissioning,6,ObjectLog
2179.664797,2179.668103,0.003307,VPU software update plus commissioning,6,ObjectLog
2179.665032,2179.668118,0.003085,VPU software update plus commissioning,5,ObjectLog
2179.665124,2179.668423,0.003300,VPU software update plus commissioning,7,ObjectLog
2179.665395,2179.668936,0.003541,VPU software update plus commissioning,6,ObjectLog
2179.665400,2179.668810,0.003410,VPU software update plus commissioning,5,ObjectLog
2179.665692,2179.669223,0.003531,VPU software update plus commissioning,7,ObjectLog
2179.665789,2179.668828,0.003038,VPU software update plus commissioning,4,ObjectLog
2179.666080,2179.668889,0.002809,VPU software update plus commissioning,5,ObjectLog
2179.666105,2179.669177,0.003072,VPU software update plus commissioning,4,ObjectLog
2179.666160,2179.670880,0.004720,VPU software update plus commissioning,5,ObjectLog
2179.666234,2179.670131,0.003897,VPU software update plus commissioning,6,ObjectLog
2179.666452,2179.669991,0.003539,VPU software update plus commissioning,4,ObjectLog
2179.666504,2179.669438,0.002934,VPU software update plus commissioning,7,ObjectLog
2179.666710,2179.670220,0.003510,VPU software update plus commissioning,7,ObjectLog
2179.667276,2179.670461,0.003184,VPU software update plus commissioning,4,ObjectLog
2179.667407,2179.671350,0.003943,VPU software update plus commissioning,6,ObjectLog
2179.667502,2179.671057,0.003555,VPU software update plus commissioning,7,ObjectLog
2179.667736,2179.670826,0.003090,VPU software update plus commissioning,4,ObjectLog
2179.668097,2179.671563,0.003465,VPU software update plus commissioning,4,ObjectLog
2179.668153,2179.671985,0.003831,VPU software update plus commissioning,5,ObjectLog
2179.668354,2179.671628,0.003274,VPU software update plus commissioning,7,ObjectLog
2179.668632,2179.672029,0.003397,VPU software update plus commissioning,6,ObjectLog
2179.668857,2179.672791,0.003934,VPU software update plus commissioning,4,ObjectLog
2179.668912,2179.671790,0.002878,VPU software update plus commissioning,7,ObjectLog
2179.669072,2179.672439,0.003367,VPU software update plus commissioning,7,ObjectLog
2179.669255,2179.672268,0.003013,VPU software update plus commissioning,5,ObjectLog
2179.669300,2179.672183,0.002883,VPU software update plus commissioning,6,ObjectLog
2179.669453,2179.672246,0.002793,VPU software update plus commissioning,6,ObjectLog
2179.669538,2179.672745,0.003207,VPU software update plus commissioning,5,ObjectLog
2179.669543,2179.672675,0.003132,VPU software update plus commissioning,6,ObjectLog
2179.669717,2179.673197,0.003480,VPU software update plus commissioning,7,ObjectLog
2179.669947,2179.672802,0.002855,VPU software update plus commissioning,6,ObjectLog
2179.670029,2179.673111,0.003082,VPU software update plus commissioning,5,ObjectLog
2179.670063,2179.673616,0.003552,VPU software update plus commissioning,4,ObjectLog
2179.670074,2179.673511,0.003437,VPU software update plus commissioning,6,ObjectLog
2179.670392,2179.673424,0.003032,VPU software update plus commissioning,5,ObjectLog
2179.670474,2179.673863,0.003389,VPU software update plus commissioning,7,ObjectLog
2179.670705,2179.673957,0.003252,VPU software update plus commissioning,5,ObjectLog
2179.670799,2179.674143,0.003345,VPU software update plus commissioning,6,ObjectLog
2179.670912,2179.673936,0.003024,VPU software update plus commissioning,4,ObjectLog
2179.671138,2179.674094,0.002956,VPU software update plus commissioning,7,ObjectLog
2179.671208,2179.674136,0.002928,VPU software update plus commissioning,4,ObjectLog
2179.671229,2179.674153,0.002923,VPU software update plus commissioning,5,ObjectLog
2179.671367,2179.674390,0.003023,VPU software update plus commissioning,7,ObjectLog
2179.671407,2179.674189,0.002782,VPU software update plus commissioning,4,ObjectLog
2179.671412,2179.674266,0.002854,VPU software update plus commissioning,6,ObjectLog
2179.671435,2179.674505,0.003069,VPU software update plus commissioning,5,ObjectLog
2179.671463,2179.674240,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.671524,2179.674370,0.002847,VPU software update plus commissioning,4,ObjectLog
2179.671537,2179.674427,0.002890,VPU software update plus commissioning,6,ObjectLog
2179.671639,2179.674612,0.002973,VPU software update plus commissioning,4,ObjectLog
2179.671664,2179.674643,0.002979,VPU software update plus commissioning,7,ObjectLog
2179.671713,2179.676144,0.004431,VPU software update plus commissioning,6,ObjectLog
2179.671808,2179.674876,0.003069,VPU software update plus commissioning,5,ObjectLog
2179.671881,2179.675096,0.003215,VPU software update plus commissioning,4,ObjectLog
2179.671958,2179.674992,0.003033,VPU software update plus commissioning,7,ObjectLog
2179.672146,2179.675056,0.002911,VPU software update plus commissioning,5,ObjectLog
2179.672261,2179.675154,0.002893,VPU software update plus commissioning,7,ObjectLog
2179.672341,2179.676195,0.003854,VPU software update plus commissioning,5,ObjectLog
2179.672365,2179.677315,0.004950,VPU software update plus commissioning,4,ObjectLog
2179.672451,2179.675342,0.002891,VPU software update plus commissioning,7,ObjectLog
2179.672642,2179.676217,0.003575,VPU software update plus commissioning,7,ObjectLog
2179.673421,2179.676952,0.003531,VPU software update plus commissioning,6,ObjectLog
2179.673467,2179.676364,0.002897,VPU software update plus commissioning,5,ObjectLog
2179.673489,2179.677259,0.003770,VPU software update plus commissioning,7,ObjectLog
2179.673658,2179.676456,0.002799,VPU software update plus commissioning,5,ObjectLog
2179.673750,2179.676610,0.002860,VPU software update plus commissioning,5,ObjectLog
2179.673900,2179.676776,0.002875,VPU software update plus commissioning,5,ObjectLog
2179.674047,2179.677050,0.003003,VPU software update plus commissioning,5,ObjectLog
2179.674221,2179.677196,0.002975,VPU software update plus commissioning,6,ObjectLog
2179.674325,2179.677334,0.003009,VPU software update plus commissioning,5,ObjectLog
2179.674484,2179.677366,0.002882,VPU software update plus commissioning,6,ObjectLog
2179.674536,2179.678372,0.003836,VPU software update plus commissioning,7,ObjectLog
2179.674588,2179.677795,0.003207,VPU software update plus commissioning,4,ObjectLog
2179.674634,2179.677815,0.003181,VPU software update plus commissioning,5,ObjectLog
2179.674647,2179.678059,0.003413,VPU software update plus commissioning,6,ObjectLog
2179.675084,2179.678103,0.003018,VPU software update plus commissioning,5,ObjectLog
2179.675099,2179.679335,0.004236,VPU software update plus commissioning,4,ObjectLog
2179.675346,2179.679000,0.003654,VPU software update plus commissioning,6,ObjectLog
2179.675376,2179.678330,0.002954,VPU software update plus commissioning,5,ObjectLog
2179.675615,2179.678453,0.002838,VPU software update plus commissioning,5,ObjectLog
2179.675670,2179.678624,0.002955,VPU software update plus commissioning,7,ObjectLog
2179.675729,2179.678749,0.003020,VPU software update plus commissioning,5,ObjectLog
2179.675914,2179.678808,0.002894,VPU software update plus commissioning,7,ObjectLog
2179.676019,2179.678866,0.002847,VPU software update plus commissioning,5,ObjectLog
2179.676104,2179.679064,0.002959,VPU software update plus commissioning,7,ObjectLog
2179.676138,2179.679376,0.003237,VPU software update plus commissioning,5,ObjectLog
2179.676272,2179.679050,0.002779,VPU software update plus commissioning,6,ObjectLog
2179.676331,2179.679134,0.002803,VPU software update plus commissioning,6,ObjectLog
2179.676337,2179.679262,0.002925,VPU software update plus commissioning,7,ObjectLog
2179.676414,2179.680434,0.004020,VPU software update plus commissioning,6,ObjectLog
2179.676554,2179.680569,0.004015,VPU software update plus commissioning,7,ObjectLog
2179.676624,2179.679413,0.002790,VPU software update plus commissioning,4,ObjectLog
2179.676651,2179.679656,0.003006,VPU software update plus commissioning,5,ObjectLog
2179.676715,2179.679826,0.003111,VPU software update plus commissioning,4,ObjectLog
2179.676946,2179.680241,0.003295,VPU software update plus commissioning,5,ObjectLog
2179.677101,2179.680007,0.002906,VPU software update plus commissioning,4,ObjectLog
2179.677281,2179.681105,0.003824,VPU software update plus commissioning,4,ObjectLog
2179.677516,2179.680777,0.003261,VPU software update plus commissioning,5,ObjectLog
2179.677711,2179.680802,0.003092,VPU software update plus commissioning,6,ObjectLog
2179.677846,2179.680814,0.002968,VPU software update plus commissioning,7,ObjectLog
2179.678052,2179.680989,0.002937,VPU software update plus commissioning,5,ObjectLog
2179.678072,2179.681079,0.003006,VPU software update plus commissioning,6,ObjectLog
2179.678085,2179.681062,0.002978,VPU software update plus commissioning,7,ObjectLog
2179.678260,2179.681798,0.003538,VPU software update plus commissioning,5,ObjectLog
2179.678336,2179.681827,0.003491,VPU software update plus commissioning,7,ObjectLog
2179.678359,2179.681466,0.003107,VPU software update plus commissioning,6,ObjectLog
2179.678382,2179.681503,0.003122,VPU software update plus commissioning,4,ObjectLog
2179.678756,2179.681659,0.002903,VPU software update plus commissioning,6,ObjectLog
2179.678789,2179.682063,0.003274,VPU software update plus commissioning,4,ObjectLog
2179.678932,2179.683132,0.004200,VPU software update plus commissioning,6,ObjectLog
2179.679073,2179.682585,0.003512,VPU software update plus commissioning,5,ObjectLog
2179.679137,2179.681950,0.002813,VPU software update plus commissioning,7,ObjectLog
2179.679219,2179.682290,0.003071,VPU software update plus commissioning,7,ObjectLog
2179.679345,2179.683087,0.003742,VPU software update plus commissioning,4,ObjectLog
2179.679605,2179.682403,0.002798,VPU software update plus commissioning,7,ObjectLog
2179.679672,2179.682567,0.002895,VPU software update plus commissioning,7,ObjectLog
2179.679852,2179.682985,0.003134,VPU software update plus commissioning,7,ObjectLog
2179.679889,2179.683039,0.003150,VPU software update plus commissioning,5,ObjectLog
2179.680269,2179.683188,0.002919,VPU software update plus commissioning,7,ObjectLog
2179.680350,2179.683226,0.002876,VPU software update plus commissioning,5,ObjectLog
2179.680358,2179.683774,0.003416,VPU software update plus commissioning,4,ObjectLog
2179.680416,2179.683573,0.003156,VPU software update plus commissioning,6,ObjectLog
2179.680461,2179.683930,0.003469,VPU software update plus commissioning,7,ObjectLog
2179.680497,2179.683303,0.002806,VPU software update plus commissioning,5,ObjectLog
2179.680580,2179.683790,0.003210,VPU software update plus commissioning,5,ObjectLog
2179.680841,2179.684182,0.003341,VPU software update plus commissioning,6,ObjectLog
2179.681084,2179.684222,0.003138,VPU software update plus commissioning,4,ObjectLog
2179.681094,2179.684768,0.003674,VPU software update plus commissioning,5,ObjectLog
2179.681251,2179.684433,0.003182,VPU software update plus commissioning,7,ObjectLog
2179.681452,2179.684993,0.003541,VPU software update plus commissioning,6,ObjectLog
2179.681491,2179.684951,0.003460,VPU software update plus commissioning,4,ObjectLog
2179.681705,2179.685368,0.003662,VPU software update plus commissioning,7,ObjectLog
2179.682042,2179.685340,0.003298,VPU software update plus commissioning,5,ObjectLog
2179.682233,2179.685345,0.003112,VPU software update plus commissioning,4,ObjectLog
2179.682271,2179.685075,0.002804,VPU software update plus commissioning,6,ObjectLog
2179.682363,2179.685482,0.003119,VPU software update plus commissioning,6,ObjectLog
2179.682614,2179.685568,0.002954,VPU software update plus commissioning,5,ObjectLog
2179.682631,2179.685513,0.002882,VPU software update plus commissioning,4,ObjectLog
2179.682647,2179.685531,0.002884,VPU software update plus commissioning,7,ObjectLog
2179.682757,2179.685539,0.002782,VPU software update plus commissioning,6,ObjectLog
2179.682802,2179.687048,0.004247,VPU software update plus commissioning,7,ObjectLog
2179.682826,2179.686090,0.003264,VPU software update plus commissioning,4,ObjectLog
2179.682827,2179.686529,0.003702,VPU software update plus commissioning,6,ObjectLog
2179.682845,2179.685626,0.002781,VPU software update plus commissioning,5,ObjectLog
2179.682904,2179.685752,0.002848,VPU software update plus commissioning,5,ObjectLog
2179.683027,2179.686815,0.003788,VPU software update plus commissioning,5,ObjectLog
2179.683371,2179.686199,0.002829,VPU software update plus commissioning,4,ObjectLog
2179.683479,2179.686564,0.003085,VPU software update plus commissioning,4,ObjectLog
2179.683799,2179.686591,0.002792,VPU software update plus commissioning,6,ObjectLog
2179.683888,2179.686798,0.002910,VPU software update plus commissioning,4,ObjectLog
2179.683890,2179.686922,0.003032,VPU software update plus commissioning,6,ObjectLog
2179.684070,2179.687546,0.003476,VPU software update plus commissioning,4,ObjectLog
2179.684088,2179.686866,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.684140,2179.687070,0.002930,VPU software update plus commissioning,5,ObjectLog
2179.684210,2179.686999,0.002789,VPU software update plus commissioning,6,ObjectLog
2179.684269,2179.687445,0.003176,VPU software update plus commissioning,6,ObjectLog
2179.684332,2179.688417,0.004085,VPU software update plus commissioning,7,ObjectLog
2179.684382,2179.687222,0.002840,VPU software update plus commissioning,5,ObjectLog
2179.684510,2179.687682,0.003172,VPU software update plus commissioning,5,ObjectLog
2179.684713,2179.688239,0.003526,VPU software update plus commissioning,6,ObjectLog
2179.684815,2179.688060,0.003246,VPU software update plus commissioning,4,ObjectLog
2179.684961,2179.688030,0.003069,VPU software update plus commissioning,5,ObjectLog
2179.685301,2179.688249,0.002948,VPU software update plus commissioning,5,ObjectLog
2179.685335,2179.688174,0.002840,VPU software update plus commissioning,4,ObjectLog
2179.685494,2179.688484,0.002990,VPU software update plus commissioning,4,ObjectLog
2179.685525,2179.688680,0.003155,VPU software update plus commissioning,5,ObjectLog
2179.685534,2179.688889,0.003355,VPU software update plus commissioning,6,ObjectLog
2179.685699,2179.688481,0.002781,VPU software update plus commissioning,7,ObjectLog
2179.685768,2179.688558,0.002790,VPU software update plus commissioning,4,ObjectLog
2179.685772,2179.689100,0.003328,VPU software update plus commissioning,7,ObjectLog
2179.685832,2179.688796,0.002964,VPU software update plus commissioning,4,ObjectLog
2179.685960,2179.688794,0.002834,VPU software update plus commissioning,5,ObjectLog
2179.686068,2179.689410,0.003343,VPU software update plus commissioning,4,ObjectLog
2179.686081,2179.688860,0.002779,VPU software update plus commissioning,5,ObjectLog
2179.686137,2179.689042,0.002905,VPU software update plus commissioning,5,ObjectLog
2179.686160,2179.688953,0.002793,VPU software update plus commissioning,6,ObjectLog
2179.686237,2179.689242,0.003005,VPU software update plus commissioning,6,ObjectLog
2179.686326,2179.691034,0.004708,VPU software update plus commissioning,5,ObjectLog
2179.686398,2179.689193,0.002795,VPU software update plus commissioning,7,ObjectLog
2179.686466,2179.690147,0.003680,VPU software update plus commissioning,7,ObjectLog
2179.686522,2179.689441,0.002919,VPU software update plus commissioning,6,ObjectLog
2179.686712,2179.689782,0.003071,VPU software update plus commissioning,4,ObjectLog
2179.686721,2179.689916,0.003195,VPU software update plus commissioning,6,ObjectLog
2179.687060,2179.689946,0.002886,VPU software update plus commissioning,4,ObjectLog
2179.687195,2179.690405,0.003210,VPU software update plus commissioning,6,ObjectLog
2179.687240,2179.690216,0.002976,VPU software update plus commissioning,4,ObjectLog
2179.687473,2179.690283,0.002809,VPU software update plus commissioning,7,ObjectLog
2179.687503,2179.690441,0.002939,VPU software update plus commissioning,4,ObjectLog
2179.687582,2179.690493,0.002911,VPU software update plus commissioning,7,ObjectLog
2179.687690,2179.690634,0.002945,VPU software update plus commissioning,6,ObjectLog
2179.687741,2179.690925,0.003184,VPU software update plus commissioning,4,ObjectLog
2179.687769,2179.690831,0.003062,VPU software update plus commissioning,7,ObjectLog
2179.687915,2179.690941,0.003026,VPU software update plus commissioning,6,ObjectLog
2179.688123,2179.690959,0.002836,VPU software update plus commissioning,7,ObjectLog
2179.688204,2179.691601,0.003397,VPU software update plus commissioning,4,ObjectLog
2179.688214,2179.691531,0.003317,VPU software update plus commissioning,6,ObjectLog
2179.688232,2179.691155,0.002923,VPU software update plus commissioning,7,ObjectLog
2179.688322,2179.691159,0.002838,VPU software update plus commissioning,6,ObjectLog
2179.688349,2179.691275,0.002926,VPU software update plus commissioning,5,ObjectLog
2179.688429,2179.691531,0.003101,VPU software update plus commissioning,6,ObjectLog
2179.688435,2179.691289,0.002853,VPU software update plus commissioning,7,ObjectLog
2179.688558,2179.691364,0.002806,VPU software update plus commissioning,5,ObjectLog
2179.688571,2179.691494,0.002923,VPU software update plus commissioning,7,ObjectLog
2179.688643,2179.691987,0.003344,VPU software update plus commissioning,5,ObjectLog
2179.688776,2179.691811,0.003035,VPU software update plus commissioning,7,ObjectLog
2179.688800,2179.692653,0.003853,VPU software update plus commissioning,6,ObjectLog
2179.688888,2179.692243,0.003356,VPU software update plus commissioning,4,ObjectLog
2179.689099,2179.691970,0.002871,VPU software update plus commissioning,7,ObjectLog
2179.689244,2179.692561,0.003317,VPU software update plus commissioning,7,ObjectLog
2179.689282,2179.692075,0.002793,VPU software update plus commissioning,5,ObjectLog
2179.689351,2179.692215,0.002865,VPU software update plus commissioning,5,ObjectLog
2179.689515,2179.692486,0.002971,VPU software update plus commissioning,5,ObjectLog
2179.689521,2179.692343,0.002822,VPU software update plus commissioning,4,ObjectLog
2179.689627,2179.692414,0.002787,VPU software update plus commissioning,4,ObjectLog
2179.689685,2179.693403,0.003718,VPU software update plus commissioning,4,ObjectLog
2179.689759,2179.692925,0.003165,VPU software update plus commissioning,5,ObjectLog
2179.689858,2179.692662,0.002803,VPU software update plus commissioning,7,ObjectLog
2179.689939,2179.693683,0.003743,VPU software update plus commissioning,6,ObjectLog
2179.690016,2179.693105,0.003088,VPU software update plus commissioning,7,ObjectLog
2179.690205,2179.693942,0.003737,VPU software update plus commissioning,5,ObjectLog
2179.690389,2179.693449,0.003059,VPU software update plus commissioning,7,ObjectLog
2179.690675,2179.694046,0.003371,VPU software update plus commissioning,4,ObjectLog
2179.690742,2179.694338,0.003596,VPU software update plus commissioning,7,ObjectLog
2179.690956,2179.694275,0.003319,VPU software update plus commissioning,6,ObjectLog
2179.691214,2179.694428,0.003214,VPU software update plus commissioning,5,ObjectLog
2179.691316,2179.694974,0.003659,VPU software update plus commissioning,4,ObjectLog
2179.691552,2179.694330,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.691613,2179.695817,0.004205,VPU software update plus commissioning,6,ObjectLog
2179.691614,2179.694518,0.002904,VPU software update plus commissioning,7,ObjectLog
2179.691706,2179.694836,0.003130,VPU software update plus commissioning,5,ObjectLog
2179.691804,2179.695055,0.003251,VPU software update plus commissioning,7,ObjectLog
2179.692111,2179.695224,0.003113,VPU software update plus commissioning,5,ObjectLog
2179.692247,2179.695164,0.002918,VPU software update plus commissioning,4,ObjectLog
2179.692334,2179.695308,0.002974,VPU software update plus commissioning,7,ObjectLog
2179.692435,2179.695416,0.002982,VPU software update plus commissioning,4,ObjectLog
2179.692494,2179.695272,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.692544,2179.696636,0.004093,VPU software update plus commissioning,5,ObjectLog
2179.692590,2179.695368,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.692638,2179.696267,0.003630,VPU software update plus commissioning,7,ObjectLog
2179.692708,2179.695935,0.003227,VPU software update plus commissioning,4,ObjectLog
2179.693118,2179.696158,0.003040,VPU software update plus commissioning,6,ObjectLog
2179.693210,2179.696694,0.003484,VPU software update plus commissioning,4,ObjectLog
2179.693431,2179.697246,0.003815,VPU software update plus commissioning,6,ObjectLog
2179.693542,2179.697300,0.003758,VPU software update plus commissioning,7,ObjectLog
2179.693923,2179.696913,0.002990,VPU software update plus commissioning,5,ObjectLog
2179.693966,2179.697357,0.003390,VPU software update plus commissioning,4,ObjectLog
2179.694183,2179.697574,0.003390,VPU software update plus commissioning,5,ObjectLog
2179.694523,2179.697300,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.694578,2179.697647,0.003069,VPU software update plus commissioning,6,ObjectLog
2179.694594,2179.697420,0.002826,VPU software update plus commissioning,7,ObjectLog
2179.694630,2179.698163,0.003532,VPU software update plus commissioning,4,ObjectLog
2179.694692,2179.698544,0.003851,VPU software update plus commissioning,7,ObjectLog
2179.694847,2179.698345,0.003498,VPU software update plus commissioning,5,ObjectLog
2179.694942,2179.697987,0.003045,VPU software update plus commissioning,6,ObjectLog
2179.695262,2179.698298,0.003036,VPU software update plus commissioning,6,ObjectLog
2179.695453,2179.698625,0.003172,VPU software update plus commissioning,4,ObjectLog
2179.695605,2179.699009,0.003404,VPU software update plus commissioning,6,ObjectLog
2179.695619,2179.698483,0.002863,VPU software update plus commissioning,5,ObjectLog
2179.695777,2179.698610,0.002833,VPU software update plus commissioning,5,ObjectLog
2179.695847,2179.698940,0.003093,VPU software update plus commissioning,7,ObjectLog
2179.695918,2179.698776,0.002858,VPU software update plus commissioning,5,ObjectLog
2179.695933,2179.698807,0.002874,VPU software update plus commissioning,4,ObjectLog
2179.696046,2179.699144,0.003098,VPU software update plus commissioning,5,ObjectLog
2179.696082,2179.698898,0.002816,VPU software update plus commissioning,4,ObjectLog
2179.696193,2179.698978,0.002786,VPU software update plus commissioning,4,ObjectLog
2179.696212,2179.699044,0.002832,VPU software update plus commissioning,7,ObjectLog
2179.696270,2179.699771,0.003501,VPU software update plus commissioning,4,ObjectLog
2179.696304,2179.699304,0.003000,VPU software update plus commissioning,6,ObjectLog
2179.696320,2179.699155,0.002835,VPU software update plus commissioning,7,ObjectLog
2179.696415,2179.699224,0.002809,VPU software update plus commissioning,5,ObjectLog
2179.696449,2179.701354,0.004906,VPU software update plus commissioning,7,ObjectLog
2179.696550,2179.699972,0.003422,VPU software update plus commissioning,5,ObjectLog
2179.696592,2179.700363,0.003771,VPU software update plus commissioning,6,ObjectLog
2179.697048,2179.699826,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.697097,2179.700011,0.002914,VPU software update plus commissioning,4,ObjectLog
2179.697255,2179.700150,0.002895,VPU software update plus commissioning,5,ObjectLog
2179.697317,2179.700327,0.003010,VPU software update plus commissioning,4,ObjectLog
2179.697475,2179.700715,0.003240,VPU software update plus commissioning,5,ObjectLog
2179.697597,2179.700375,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.697634,2179.700543,0.002909,VPU software update plus commissioning,6,ObjectLog
2179.697649,2179.700986,0.003337,VPU software update plus commissioning,4,ObjectLog
2179.697830,2179.700927,0.003096,VPU software update plus commissioning,6,ObjectLog
2179.697985,2179.700889,0.002904,VPU software update plus commissioning,5,ObjectLog
2179.698160,2179.701387,0.003227,VPU software update plus commissioning,5,ObjectLog
2179.698203,2179.701042,0.002839,VPU software update plus commissioning,6,ObjectLog
2179.698265,2179.701383,0.003117,VPU software update plus commissioning,4,ObjectLog
2179.698317,2179.701387,0.003070,VPU software update plus commissioning,6,ObjectLog
2179.699107,2179.701885,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.700067,2179.702845,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.700817,2179.703595,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.700945,2179.703723,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.702429,2179.705207,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.704261,2179.707039,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.704477,2179.707255,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.704677,2179.707480,0.002803,VPU software update plus commissioning,4,ObjectLog
2179.704702,2179.707480,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.704861,2179.707639,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.704960,2179.707738,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.705502,2179.708280,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.706150,2179.708928,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.706329,2179.709106,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.706544,2179.709322,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.706794,2179.709572,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.707870,2179.710648,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.708374,2179.711152,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.710112,2179.712919,0.002807,VPU software update plus commissioning,4,ObjectLog
2179.711370,2179.714147,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.711680,2179.714486,0.002806,VPU software update plus commissioning,4,ObjectLog
2179.711708,2179.714486,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.712364,2179.715142,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.712571,2179.715349,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.712717,2179.715495,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.713226,2179.716036,0.002809,VPU software update plus commissioning,7,ObjectLog
2179.713258,2179.716036,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.714615,2179.717415,0.002800,VPU software update plus commissioning,5,ObjectLog
2179.714638,2179.717415,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.714960,2179.717738,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.715128,2179.717905,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.715575,2179.718353,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.715827,2179.718605,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.716447,2179.719225,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.717567,2179.720360,0.002793,VPU software update plus commissioning,7,ObjectLog
2179.717582,2179.720360,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.717892,2179.720670,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.719707,2179.722485,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.720742,2179.723525,0.002782,VPU software update plus commissioning,6,ObjectLog
2179.720747,2179.723525,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.720969,2179.723784,0.002815,VPU software update plus commissioning,6,ObjectLog
2179.721225,2179.724003,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.721382,2179.724160,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.721846,2179.724624,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.722517,2179.725294,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.722607,2179.725417,0.002810,VPU software update plus commissioning,5,ObjectLog
2179.722639,2179.725417,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.722832,2179.725609,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.723075,2179.725853,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.723806,2179.726583,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.724147,2179.726925,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.725813,2179.728591,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.726344,2179.729122,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.726560,2179.729371,0.002811,VPU software update plus commissioning,4,ObjectLog
2179.726862,2179.729640,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.726939,2179.729717,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.727219,2179.729996,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.727928,2179.730706,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.728077,2179.730855,0.002778,VPU software update plus commissioning,7,ObjectLog
2179.728607,2179.731385,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.729697,2179.732475,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.729852,2179.732630,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.730222,2179.733000,0.002778,VPU software update plus commissioning,5,ObjectLog
2179.730690,2179.733468,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.731419,2179.734197,0.002778,VPU software update plus commissioning,4,ObjectLog
2179.731706,2179.734484,0.002778,VPU software update plus commissioning,6,ObjectLog
2179.731846,2179.734624,0.002778,VPU software update plus commissioning,7,ObjectLog
