RA,DEC,APOGEE,FIELD,LOCATION_ID,RADIUS,cohort,Hmin,Hmax,JK0min,JK0max,fracSampling,fracAK,GLON,GLAT
251.16719,-19.11986,2,000+17,5715,0.8,short,7.0,12.2,0.5,999.0,0.3218,0.9326,0.14477540362798827,17.002494104783352
251.16719,-19.11986,2,000+17,5715,0.8,medium,12.2,12.8,0.5,999.0,0.266,0.9017,0.14477540362798827,17.002494104783352
251.16719,-19.11986,2,000+17,5715,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,0.14477540362798827,17.002494104783352
240.6338,-11.0124,1,000+30,4520,1.49,short,7.0,12.2,0.5,999.0,0.2221,0.9586,359.99986719942297,30.00014594292203
240.6338,-11.0124,1,000+30,4520,1.49,medium,12.2,12.8,0.5,999.0,0.0,1.0,359.99986719942297,30.00014594292203
240.6338,-11.0124,1,000+30,4520,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,359.99986719942297,30.00014594292203
229.2723,-1.1284,1,000+45,4207,1.49,short,7.0,12.2,0.5,999.0,0.4242,0.9428,359.999852358934,45.000185680694265
229.2723,-1.1284,1,000+45,4207,1.49,medium,12.2,12.8,0.5,999.0,0.0,1.0,359.999852358934,45.000185680694265
229.2723,-1.1284,1,000+45,4207,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,359.999852358934,45.000185680694265
206.0917,18.3742,1,000+75,4481,1.49,short,7.0,12.2,0.5,999.0,0.9226,0.9434,359.9998181007745,75.0001501868926
206.0917,18.3742,1,000+75,4481,1.49,medium,12.2,12.8,0.5,999.0,0.105,0.9768,359.9998181007745,75.0001501868926
206.0917,18.3742,1,000+75,4481,1.49,long,12.8,13.3,0.5,999.0,0.6325,0.9679,359.9998181007745,75.0001501868926
270.30444,-30.97792,2,000-04,5530,0.8,short,7.0,12.2,0.5,999.0,0.0183,0.412,359.95117310301725,-3.946768344437799
270.30444,-30.97792,2,000-04,5530,0.8,medium,12.2,12.8,0.5,999.0,0.0335,0.2766,359.95117310301725,-3.946768344437799
270.30444,-30.97792,2,000-04,5530,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,359.95117310301725,-3.946768344437799
274.6006,-32.75823,2,000-08,5471,0.8,short,7.0,12.2,0.5,999.0,0.0122,0.6785,0.11687075948996183,-8.002684999996896
274.6006,-32.75823,2,000-08,5471,0.8,medium,12.2,12.8,0.5,999.0,0.0294,0.5282,0.11687075948996183,-8.002684999996896
274.6006,-32.75823,2,000-08,5471,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,0.11687075948996183,-8.002684999996896
278.83027,-34.57542,2,000-12,5336,0.8,short,7.0,12.2,0.5,999.0,0.0395,0.8262,0.027553760310050426,-11.96279242647632
278.83027,-34.57542,2,000-12,5336,0.8,medium,12.2,12.8,0.5,999.0,0.1053,0.747,0.027553760310050426,-11.96279242647632
278.83027,-34.57542,2,000-12,5336,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,0.027553760310050426,-11.96279242647632
265.8821,-27.0109,1,001+01,4384,0.9,short,7.0,11.0,0.5,999.0,0.0094,0.3646,1.3999499668304978,1.4001582555314522
265.8821,-27.0109,1,001+01,4384,0.9,medium,11.0,12.2,0.5,999.0,0.0,1.0,1.3999499668304978,1.4001582555314522
265.8821,-27.0109,1,001+01,4384,0.9,long,12.2,13.3,0.5,999.0,0.0,1.0,1.3999499668304978,1.4001582555314522
268.5937,-28.4533,1,001-01,4386,0.9,short,7.0,11.0,0.5,999.0,0.0101,0.2763,1.3999180196633891,-1.3999019262052779
268.5937,-28.4533,1,001-01,4386,0.9,medium,11.0,12.2,0.5,999.0,0.0,1.0,1.3999180196633891,-1.3999019262052779
268.5937,-28.4533,1,001-01,4386,0.9,long,12.2,13.3,0.5,999.0,0.0,1.0,1.3999180196633891,-1.3999019262052779
267.5765,-27.224,1,002+00,4354,0.9,short,7.0,11.0,0.5,999.0,0.0212,0.3574,1.9999385469768143,0.00017667976197044646
267.5765,-27.224,1,002+00,4354,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,1.9999385469768143,0.00017667976197044646
267.5765,-27.224,1,002+00,4354,0.9,long,12.8,13.8,0.5,999.0,0.0,1.0,1.9999385469768143,0.00017667976197044646
264.2507,-25.3902,1,002+04,4390,0.9,short,7.0,11.0,0.5,999.0,0.0243,0.3743,1.999934815754338,3.500101863522445
264.2507,-25.3902,1,002+04,4390,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,1.999934815754338,3.500101863522445
264.2507,-25.3902,1,002+04,4390,0.9,long,12.8,13.8,0.5,999.0,0.0,1.0,1.999934815754338,3.500101863522445
262.2492,-24.2218,1,002+06,4367,0.9,short,7.0,11.0,0.5,999.0,0.0332,0.6252,1.9998482486405489,5.660143130231863
262.2492,-24.2218,1,002+06,4367,0.9,medium,11.0,12.2,0.5,999.0,0.0,1.0,1.9998482486405489,5.660143130231863
262.2492,-24.2218,1,002+06,4367,0.9,long,12.2,13.3,0.5,999.0,0.0,1.0,1.9998482486405489,5.660143130231863
263.2635,-23.6359,1,003+05,4392,0.9,short,7.0,11.0,0.5,999.0,0.0277,0.5993,2.9999316092156825,5.20013035167535
263.2635,-23.6359,1,003+05,4392,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,2.9999316092156825,5.20013035167535
263.2635,-23.6359,1,003+05,4392,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,2.9999316092156825,5.20013035167535
273.2625,-28.9193,1,003-05,4393,0.9,short,7.0,11.0,0.5,999.0,0.0212,0.5507,2.999915332980046,-5.1998353235608885
273.2625,-28.9193,1,003-05,4393,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,2.999915332980046,-5.1998353235608885
273.2625,-28.9193,1,003-05,4393,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,2.999915332980046,-5.1998353235608885
266.5312,-24.9072,1,004+02,4364,0.9,short,7.0,11.0,0.5,999.0,0.0119,0.4675,3.4999537735070194,2.000154407549656
266.5312,-24.9072,1,004+02,4364,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,3.4999537735070194,2.000154407549656
266.5312,-24.9072,1,004+02,4364,0.9,long,12.8,13.8,0.5,999.0,0.0,1.0,3.4999537735070194,2.000154407549656
264.86321,-23.090222,1,004+04,4348,0.49,short,5.0,11.0,0.5,999.0,0.0773,0.5181,4.249920355948167,4.250117163386238
264.86321,-23.090222,1,004+04,4348,0.49,medium,12.5,13.0,0.5,999.0,0.0,1.0,4.249920355948167,4.250117163386238
264.86321,-23.090222,1,004+04,4348,0.49,long,13.0,14.5,0.5,999.0,0.0,1.0,4.249920355948167,4.250117163386238
270.3653,-26.9349,1,004-02,4363,0.9,short,7.0,11.0,0.5,999.0,0.0109,0.4252,3.4998922311447895,-1.999835040408923
270.3653,-26.9349,1,004-02,4363,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,3.4998922311447895,-1.999835040408923
270.3653,-26.9349,1,004-02,4363,0.9,long,12.8,13.8,0.5,999.0,0.0,1.0,3.4998922311447895,-1.999835040408923
272.98483,-27.371917,1,004-04,4349,0.49,short,5.0,11.0,0.5,999.0,0.0615,0.4674,4.249932450994932,-4.249873380868209
272.98483,-27.371917,1,004-04,4349,0.49,medium,12.5,13.0,0.5,999.0,0.0,1.0,4.249932450994932,-4.249873380868209
272.98483,-27.371917,1,004-04,4349,0.49,long,13.0,14.5,0.5,999.0,0.0,1.0,4.249932450994932,-4.249873380868209
269.01834,-24.60461,2,005+00,5548,0.85,short,7.0,12.2,0.5,999.0,0.0117,0.345,4.91489644900478,0.2137069484707478
269.01834,-24.60461,2,005+00,5548,0.85,medium,12.2,12.8,0.5,999.0,0.0196,0.1774,4.91489644900478,0.2137069484707478
269.01834,-24.60461,2,005+00,5548,0.85,long,12.8,13.3,0.5,999.0,0.0,1.0,4.91489644900478,0.2137069484707478
267.09386,-23.23259,2,005+02,5679,0.8,short,7.0,12.2,0.5,999.0,0.0085,0.4051,5.200226890587098,2.426310944747248
267.09386,-23.23259,2,005+02,5679,0.8,medium,12.2,12.8,0.5,999.0,0.015,0.2854,5.200226890587098,2.426310944747248
267.09386,-23.23259,2,005+02,5679,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,5.200226890587098,2.426310944747248
266.5595,-22.9365,1,005+03,4346,0.9,short,7.0,11.0,0.5,999.0,0.0287,0.2726,5.199916823501528,3.000167604307451
266.5595,-22.9365,1,005+03,4346,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,5.199916823501528,3.000167604307451
266.5595,-22.9365,1,005+03,4346,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,5.199916823501528,3.000167604307451
265.66885,-22.36972,2,005+04,5718,0.8,short,7.0,12.2,0.5,999.0,0.0214,0.4082,5.256116904720867,3.996996172281771
265.66885,-22.36972,2,005+04,5718,0.8,medium,12.2,12.8,0.5,999.0,0.0291,0.1992,5.256116904720867,3.996996172281771
265.66885,-22.36972,2,005+04,5718,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,5.256116904720867,3.996996172281771
261.81121,-20.46427,2,005+08,5680,0.8,short,7.0,12.2,0.5,999.0,0.0473,0.6973,4.948382577441886,8.05062258215579
261.81121,-20.46427,2,005+08,5680,0.8,medium,12.2,12.8,0.5,999.0,0.0431,0.5671,4.948382577441886,8.05062258215579
261.81121,-20.46427,2,005+08,5680,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,4.948382577441886,8.05062258215579
258.42439,-18.11216,2,005+12,6046,0.8,short,7.0,12.2,0.5,999.0,0.0904,0.8425,5.14622423541933,12.01435544489547
258.42439,-18.11216,2,005+12,6046,0.8,medium,12.2,12.8,0.5,999.0,0.0962,0.7723,5.14622423541933,12.01435544489547
258.42439,-18.11216,2,005+12,6046,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,5.14622423541933,12.01435544489547
271.44705,-25.61059,2,005-02,5468,0.8,short,7.0,12.2,0.5,999.0,0.024,0.407,5.13087926827093,-2.19495082866197
271.44705,-25.61059,2,005-02,5468,0.8,medium,12.2,12.8,0.5,999.0,0.0258,0.2905,5.13087926827093,-2.19495082866197
271.44705,-25.61059,2,005-02,5468,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,5.13087926827093,-2.19495082866197
272.2659,-25.9406,1,005-03,4347,0.9,short,7.0,11.0,0.5,999.0,0.0126,0.4649,5.199958604133865,-2.99985217894682
272.2659,-25.9406,1,005-03,4347,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,5.199958604133865,-2.99985217894682
272.2659,-25.9406,1,005-03,4347,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,5.199958604133865,-2.99985217894682
273.56083,-26.72774,2,005-04,5717,0.8,short,7.0,12.2,0.5,999.0,0.0137,0.3939,5.0627573014879115,-4.39543829286986
273.56083,-26.72774,2,005-04,5717,0.8,medium,12.2,12.8,0.5,999.0,0.026,0.1758,5.0627573014879115,-4.39543829286986
273.56083,-26.72774,2,005-04,5717,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,5.0627573014879115,-4.39543829286986
277.01887,-28.38592,2,005-08,5716,0.8,short,7.0,12.2,0.5,999.0,0.0279,0.6532,5.004513520602195,-7.880137497719798
277.01887,-28.38592,2,005-08,5716,0.8,medium,12.2,12.8,0.5,999.0,0.0316,0.5025,5.004513520602195,-7.880137497719798
277.01887,-28.38592,2,005-08,5716,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,5.004513520602195,-7.880137497719798
264.3777,-21.1659,1,006+06,4362,0.9,short,7.0,11.0,0.5,999.0,0.0307,0.6282,5.6498528427760535,5.650167905428597
264.3777,-21.1659,1,006+06,4362,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,5.6498528427760535,5.650167905428597
264.3777,-21.1659,1,006+06,4362,0.9,long,12.8,13.8,0.5,999.0,0.0,1.0,5.6498528427760535,5.650167905428597
263.8912,-19.2166,1,007+07,4345,0.9,short,7.0,11.0,0.5,999.0,0.0459,0.7476,7.0699690300631195,7.070151615175773
263.8912,-19.2166,1,007+07,4345,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,7.0699690300631195,7.070151615175773
263.8912,-19.2166,1,007+07,4345,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,7.0699690300631195,7.070151615175773
270.8915,-22.0346,1,008+00,4355,0.9,short,7.0,11.0,0.5,999.0,0.0199,0.4054,7.9999348694043615,0.00013544658038156085
270.8915,-22.0346,1,008+00,4355,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,7.9999348694043615,0.00013544658038156085
270.8915,-22.0346,1,008+00,4355,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,7.9999348694043615,0.00013544658038156085
269.0259,-21.0403,1,008+02,4377,0.9,short,7.0,11.0,0.5,999.0,0.0229,0.3467,7.999932960115899,2.000107875963194
269.0259,-21.0403,1,008+02,4377,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,7.999932960115899,2.000107875963194
269.0259,-21.0403,1,008+02,4377,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,7.999932960115899,2.000107875963194
272.7832,-23.0075,1,008-02,4373,0.9,short,7.0,11.0,0.5,999.0,0.0222,0.345,7.999917425096939,-1.9998440466241758
272.7832,-23.0075,1,008-02,4373,0.9,medium,11.0,12.8,0.5,999.0,0.0,1.0,7.999917425096939,-1.9998440466241758
272.7832,-23.0075,1,008-02,4373,0.9,long,12.8,13.3,0.5,999.0,0.0,1.0,7.999917425096939,-1.9998440466241758
270.08842,-19.308083,1,010+02,4343,0.49,short,5.0,11.0,0.0,999.0,0.0793,0.5961,9.999935835313192,2.000118548372434
270.08842,-19.308083,1,010+02,4343,0.49,medium,12.5,13.0,0.0,999.0,0.0,1.0,9.999935835313192,2.000118548372434
270.08842,-19.308083,1,010+02,4343,0.49,long,13.0,14.5,0.0,999.0,0.0,1.0,9.999935835313192,2.000118548372434
268.23621,-18.41884,2,010+04,5799,0.8,short,7.0,12.2,0.5,999.0,0.0193,0.5308,9.89286440314904,3.96258529496703
268.23621,-18.41884,2,010+04,5799,0.8,medium,12.2,12.8,0.5,999.0,0.0245,0.3453,9.89286440314904,3.96258529496703
268.23621,-18.41884,2,010+04,5799,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,9.89286440314904,3.96258529496703
261.21259,-14.12207,2,010+12,5337,0.8,short,7.0,12.2,0.5,999.0,0.225,0.8588,10.058389189281417,11.95402393065246
261.21259,-14.12207,2,010+12,5337,0.8,medium,12.2,12.8,0.5,999.0,0.0,1.0,10.058389189281417,11.95402393065246
261.21259,-14.12207,2,010+12,5337,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,10.058389189281417,11.95402393065246
221.0375,12.7976,1,010+60,4493,1.49,short,7.0,12.2,0.5,999.0,0.5238,0.9403,9.999894445705717,60.00011468170026
221.0375,12.7976,1,010+60,4493,1.49,medium,12.2,12.8,0.5,999.0,0.1354,0.9427,9.999894445705717,60.00011468170026
221.0375,12.7976,1,010+60,4493,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,9.999894445705717,60.00011468170026
273.8155,-21.25225,1,010-02,4341,0.49,short,5.0,11.0,0.0,999.0,0.0649,0.5476,9.999938272358106,-1.9998653475733987
273.8155,-21.25225,1,010-02,4341,0.49,medium,12.5,13.0,0.0,999.0,0.0,1.0,9.999938272358106,-1.9998653475733987
273.8155,-21.25225,1,010-02,4341,0.49,long,13.0,14.5,0.0,999.0,0.0,1.0,9.999938272358106,-1.9998653475733987
275.6462,-22.24781,2,010-04,6048,0.8,short,7.0,12.2,0.5,999.0,0.0188,0.501,9.92197159435143,-3.9686719051829136
275.6462,-22.24781,2,010-04,6048,0.8,medium,12.2,12.8,0.5,999.0,0.0213,0.308,9.92197159435143,-3.9686719051829136
275.6462,-22.24781,2,010-04,6048,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,9.92197159435143,-3.9686719051829136
283.58947,-25.70741,2,010-12,5338,0.8,short,7.0,12.2,0.5,999.0,0.2023,0.8488,10.01868027545658,-12.005827509152908
283.58947,-25.70741,2,010-12,5338,0.8,medium,12.2,12.8,0.5,999.0,0.0,1.0,10.01868027545658,-12.005827509152908
283.58947,-25.70741,2,010-12,5338,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,10.01868027545658,-12.005827509152908
272.9656,-18.5393,1,012+00,4356,1.0,short,7.0,11.0,0.5,999.0,0.0217,0.4149,11.999953772422302,0.00017687436612809747
272.9656,-18.5393,1,012+00,4356,1.0,medium,11.0,12.8,0.5,999.0,0.0,1.0,11.999953772422302,0.00017687436612809747
272.9656,-18.5393,1,012+00,4356,1.0,long,12.8,13.8,0.5,999.0,0.0,1.0,11.999953772422302,0.00017687436612809747
271.1264,-17.5687,1,012+02,4378,1.0,short,7.0,11.0,0.5,999.0,0.0217,0.5519,11.999897685029628,2.0001038829343227
271.1264,-17.5687,1,012+02,4378,1.0,medium,11.0,12.2,0.5,999.0,0.0,1.0,11.999897685029628,2.0001038829343227
271.1264,-17.5687,1,012+02,4378,1.0,long,12.2,13.3,0.5,999.0,0.0,1.0,11.999897685029628,2.0001038829343227
274.8257,-19.492,1,012-02,4374,1.0,short,7.0,11.0,0.5,999.0,0.0198,0.5286,11.999959238694302,-1.9998639592581868
274.8257,-19.492,1,012-02,4374,1.0,medium,11.0,12.2,0.5,999.0,0.0,1.0,11.999959238694302,-1.9998639592581868
274.8257,-19.492,1,012-02,4374,1.0,long,12.2,13.3,0.5,999.0,0.0,1.0,11.999959238694302,-1.9998639592581868
273.60524,-17.81363,2,013+00,5535,0.8,short,7.0,12.2,0.5,999.0,0.026,0.3609,12.92814260381449,-0.18525432000971195
273.60524,-17.81363,2,013+00,5535,0.8,medium,12.2,12.8,0.5,999.0,0.0,1.0,12.92814260381449,-0.18525432000971195
273.60524,-17.81363,2,013+00,5535,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,12.92814260381449,-0.18525432000971195
273.9702,-16.7832,1,014+00,4339,1.0,short,7.0,11.0,0.5,999.0,0.0173,0.4159,13.999983570885423,0.00011507671626860028
273.9702,-16.7832,1,014+00,4339,1.0,medium,11.0,12.8,0.5,999.0,0.0,1.0,13.999983570885423,0.00011507671626860028
273.9702,-16.7832,1,014+00,4339,1.0,long,12.8,13.3,0.5,999.0,0.0,1.0,13.999983570885423,0.00011507671626860028
274.49509,-16.11858,2,015+00,5720,0.8,short,7.0,12.2,0.5,999.0,0.0183,0.3344,14.82397315242183,-0.12705551711349974
274.49509,-16.11858,2,015+00,5720,0.8,medium,12.2,12.8,0.5,999.0,0.0294,0.2121,14.82397315242183,-0.12705551711349974
274.49509,-16.11858,2,015+00,5720,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,14.82397315242183,-0.12705551711349974
272.42698,-14.87425,2,015+02,5532,0.8,short,7.0,12.2,0.5,999.0,0.0185,0.4907,14.963599857994302,2.2182400435731595
272.42698,-14.87425,2,015+02,5532,0.8,medium,12.2,12.8,0.5,999.0,0.0267,0.3063,14.963599857994302,2.2182400435731595
272.42698,-14.87425,2,015+02,5532,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,14.963599857994302,2.2182400435731595
263.78476,-10.08623,2,015+12,5339,0.8,short,7.0,12.2,0.5,999.0,0.2852,0.8905,14.918388815005418,11.917170877979153
263.78476,-10.08623,2,015+12,5339,0.8,medium,12.2,12.8,0.5,999.0,0.0,1.0,14.918388815005418,11.917170877979153
263.78476,-10.08623,2,015+12,5339,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,14.918388815005418,11.917170877979153
248.3458,-0.5336,1,015+30,4521,1.49,short,7.0,12.2,0.5,999.0,0.2259,0.9495,14.99989913002967,30.00009621648688
248.3458,-0.5336,1,015+30,4521,1.49,medium,12.2,12.8,0.5,999.0,0.0,1.0,14.99989913002967,30.00009621648688
248.3458,-0.5336,1,015+30,4521,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,14.99989913002967,30.00009621648688
276.25967,-16.76312,2,015-02,5719,0.8,short,7.0,12.2,0.5,999.0,0.0261,0.4433,15.050967324855414,-1.923772336371586
276.25967,-16.76312,2,015-02,5719,0.8,medium,12.2,12.8,0.5,999.0,0.0244,0.2601,15.050967324855414,-1.923772336371586
276.25967,-16.76312,2,015-02,5719,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,15.050967324855414,-1.923772336371586
285.8607,-21.36227,2,015-12,5340,0.8,short,7.0,12.2,0.5,999.0,0.2452,0.839,14.944458838678507,-12.092713188205057
285.8607,-21.36227,2,015-12,5340,0.8,medium,12.2,12.8,0.5,999.0,0.0,1.0,14.944458838678507,-12.092713188205057
285.8607,-21.36227,2,015-12,5340,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,14.944458838678507,-12.092713188205057
287.8718,-22.06047,2,015-14,5736,0.8,short,7.0,12.2,0.5,999.0,0.2378,0.8722,15.08004927554533,-14.082930389585993
287.8718,-22.06047,2,015-14,5736,0.8,medium,12.2,12.8,0.5,999.0,0.1953,0.844,15.08004927554533,-14.082930389585993
287.8718,-22.06047,2,015-14,5736,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,15.08004927554533,-14.082930389585993
274.9563,-15.0224,1,016+00,4357,1.0,short,7.0,11.0,0.5,999.0,0.0239,0.4083,15.999911932086142,7.293171412394597e-05
274.9563,-15.0224,1,016+00,4357,1.0,medium,11.0,12.8,0.5,999.0,0.0,1.0,15.999911932086142,7.293171412394597e-05
274.9563,-15.0224,1,016+00,4357,1.0,long,12.8,13.8,0.5,999.0,0.0,1.0,15.999911932086142,7.293171412394597e-05
273.1387,-14.071,1,016+02,4379,1.0,short,7.0,11.0,0.5,999.0,0.0292,0.5913,15.999940349616747,2.000151664359872
273.1387,-14.071,1,016+02,4379,1.0,medium,11.0,12.2,0.5,999.0,0.0,1.0,15.999940349616747,2.000151664359872
273.1387,-14.071,1,016+02,4379,1.0,long,12.2,13.3,0.5,999.0,0.0,1.0,15.999940349616747,2.000151664359872
276.7899,-15.9591,1,016-02,4375,1.0,short,7.0,11.0,0.5,999.0,0.0233,0.534,15.999940739164167,-1.9998177226941463
276.7899,-15.9591,1,016-02,4375,1.0,medium,11.0,12.2,0.5,999.0,0.0,1.0,15.999940739164167,-1.9998177226941463
276.7899,-15.9591,1,016-02,4375,1.0,long,12.2,13.3,0.5,999.0,0.0,1.0,15.999940739164167,-1.9998177226941463
275.9262,-13.2573,1,018+00,4340,1.0,short,7.0,11.0,0.5,999.0,0.0168,0.4219,17.99992708671275,0.00012542533505253495
275.9262,-13.2573,1,018+00,4340,1.0,medium,11.0,12.8,0.5,999.0,0.0,1.0,17.99992708671275,0.00012542533505253495
275.9262,-13.2573,1,018+00,4340,1.0,long,12.8,13.3,0.5,999.0,0.0,1.0,17.99992708671275,0.00012542533505253495
274.11767,-12.314111,1,018+02,4344,0.98,short,5.0,11.0,0.0,999.0,0.0314,0.5411,17.999918231076325,2.0001511160916916
274.11767,-12.314111,1,018+02,4344,0.98,medium,12.5,13.0,0.0,999.0,0.0,1.0,17.999918231076325,2.0001511160916916
274.11767,-12.314111,1,018+02,4344,0.98,long,13.0,14.5,0.0,999.0,0.0,1.0,17.999918231076325,2.0001511160916916
277.74867,-14.187639,1,018-02,4342,0.98,short,5.0,11.0,0.0,999.0,0.023,0.4753,17.999924177833062,-1.999856272860109
277.74867,-14.187639,1,018-02,4342,0.98,medium,12.5,13.0,0.0,999.0,0.0,1.0,17.999924177833062,-1.999856272860109
277.74867,-14.187639,1,018-02,4342,0.98,long,13.0,14.5,0.0,999.0,0.0,1.0,17.999924177833062,-1.999856272860109
275.0815,-10.5526,1,020+02,4380,1.0,short,7.0,11.0,0.5,999.0,0.0477,0.2404,19.999963117808786,2.000098716267215
275.0815,-10.5526,1,020+02,4380,1.0,medium,11.0,12.8,0.5,999.0,0.0,1.0,19.999963117808786,2.000098716267215
275.0815,-10.5526,1,020+02,4380,1.0,long,12.8,13.3,0.5,999.0,0.0,1.0,19.999963117808786,2.000098716267215
273.2987,-9.51626,2,020+04,5738,0.8,short,7.0,12.2,0.5,999.0,0.0627,0.6977,20.08276432355952,4.036995029916972
273.2987,-9.51626,2,020+04,5738,0.8,medium,12.2,12.8,0.5,999.0,0.0722,0.582,20.08276432355952,4.036995029916972
273.2987,-9.51626,2,020+04,5738,0.8,long,12.8,13.3,0.5,999.0,0.0,1.0,20.08276432355952,4.036995029916972
271.5123,-8.6512,2,020+06,5132,1.49,short,7.0,12.2,0.5,999.0,0.0263,0.7663,20.00003796905977,5.999939452903559
271.5123,-8.6512,2,020+06,5132,1.49,medium,12.2,12.8,0.5,999.0,0.0285,0.6815,20.00003796905977,5.999939452903559
271.5123,-8.6512,2,020+06,5132,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,20.00003796905977,5.999939452903559
266.2236,-5.7401,2,020+12,5026,1.49,short_blue,7.0,12.2,0.5,0.8,0.0247,0.8798,20.00008414384567,11.99989735119789
266.2236,-5.7401,2,020+12,5026,1.49,short_red,7.0,12.2,0.8,999.0,0.0737,0.8798,20.00008414384567,11.99989735119789
266.2236,-5.7401,2,020+12,5026,1.49,medium_blue,12.2,12.8,0.5,0.8,0.0227,0.8498,20.00008414384567,11.99989735119789
266.2236,-5.7401,2,020+12,5026,1.49,medium_red,12.2,12.8,0.8,999.0,0.1442,0.8498,20.00008414384567,11.99989735119789
266.2236,-5.7401,2,020+12,5026,1.49,long_blue,12.8,13.3,0.5,0.8,0.0,1.0,20.00008414384567,11.99989735119789
266.2236,-5.7401,2,020+12,5026,1.49,long_red,12.8,13.3,0.8,999.0,0.0,1.0,20.00008414384567,11.99989735119789
264.33615,-4.6181,2,020+14,5341,0.8,short_blue,7.0,12.2,0.5,0.8,0.1309,0.8955,20.0556943584433,14.188337641774979
264.33615,-4.6181,2,020+14,5341,0.8,short_red,7.0,12.2,0.8,999.0,0.5189,0.8955,20.0556943584433,14.188337641774979
264.33615,-4.6181,2,020+14,5341,0.8,medium_blue,12.2,12.8,0.5,0.8,0.0,1.0,20.0556943584433,14.188337641774979
264.33615,-4.6181,2,020+14,5341,0.8,medium_red,12.2,12.8,0.8,999.0,0.0,1.0,20.0556943584433,14.188337641774979
264.33615,-4.6181,2,020+14,5341,0.8,long_blue,12.8,13.3,0.5,0.8,0.0,1.0,20.0556943584433,14.188337641774979
264.33615,-4.6181,2,020+14,5341,0.8,long_red,12.8,13.3,0.8,999.0,0.0,1.0,20.0556943584433,14.188337641774979
223.5275,17.176,1,020+60,4494,1.49,short,7.0,12.2,0.5,999.0,0.5419,0.9425,19.99993980685533,60.00020239495084
223.5275,17.176,1,020+60,4494,1.49,medium,12.2,12.8,0.5,999.0,0.1562,0.9572,19.99993980685533,60.00020239495084
223.5275,17.176,1,020+60,4494,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,19.99993980685533,60.00020239495084
278.6947,-12.4135,1,020-02,4376,1.0,short,7.0,11.0,0.5,999.0,0.0328,0.2375,19.999915401432283,-1.9998205972373095
278.6947,-12.4135,1,020-02,4376,1.0,medium,11.0,12.8,0.5,999.0,0.0,1.0,19.999915401432283,-1.9998205972373095
278.6947,-12.4135,1,020-02,4376,1.0,long,12.8,13.3,0.5,999.0,0.0,1.0,19.999915401432283,-1.9998205972373095
282.37016,-14.28044,2,020-06,5343,0.8,short_blue,10.0,12.2,0.5,0.8,0.0153,0.6949,19.955539180369147,-6.0335599903869275
282.37016,-14.28044,2,020-06,5343,0.8,short_red,10.0,12.2,0.8,999.0,0.0372,0.6949,19.955539180369147,-6.0335599903869275
282.37016,-14.28044,2,020-06,5343,0.8,medium_blue,12.2,12.8,0.5,0.8,0.0375,0.6165,19.955539180369147,-6.0335599903869275
