RA,DEC,APOGEE,FIELD,LOCATION_ID,RADIUS,cohort,Hmin,Hmax,JK0min,JK0max,fracSampling,fracAK,GLON,GLAT
222.2829,46.1125,1,080+60,4498,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,80.000124928822,60.0000408124194
260.25417,54.4425,1,082+35,4455,1.49,short,7.0,12.2,0.5,999.0,0.3302,0.9227,82.13968333541261,34.742707792831595
260.25417,54.4425,1,082+35,4455,1.49,medium,12.2,12.8,0.5,999.0,0.1296,0.9559,82.13968333541261,34.742707792831595
260.25417,54.4425,1,082+35,4455,1.49,long,12.8,13.8,0.5,999.0,0.0,1.0,82.13968333541261,34.742707792831595
311.0139,42.6438,1,083+00,4315,1.49,short,7.0,12.2,0.5,999.0,0.0222,0.7816,82.49993480793275,8.080524611203247e-05
311.0139,42.6438,1,083+00,4315,1.49,medium,12.2,12.8,0.5,999.0,0.0,1.0,82.49993480793275,8.080524611203247e-05
311.0139,42.6438,1,083+00,4315,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,82.49993480793275,8.080524611203247e-05
306.5712,45.0396,1,083+04,4544,1.49,short,7.0,12.2,0.5,999.0,0.0236,0.795,82.49991297531794,4.000012525374048
306.5712,45.0396,1,083+04,4544,1.49,medium,12.2,12.8,0.5,999.0,0.0,1.0,82.49991297531794,4.000012525374048
306.5712,45.0396,1,083+04,4544,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,82.49991297531794,4.000012525374048
315.1167,40.0892,1,083-04,4545,1.49,short,7.0,12.2,0.5,999.0,0.0271,0.8115,82.49983734610993,-3.9999315768690096
315.1167,40.0892,1,083-04,4545,1.49,medium,12.2,12.8,0.5,999.0,0.0,1.0,82.49983734610993,-3.9999315768690096
315.1167,40.0892,1,083-04,4545,1.49,long,12.8,13.3,0.5,999.0,0.0,1.0,82.49983734610993,-3.9999315768690096
202.55546,37.242361,1,086+77,4434,1.49,short,7.0,12.2,0.5,999.0,0.843,0.9455,86.37144851187686,76.99213749926668
202.55546,37.242361,1,086+77,4434,1.49,medium,12.2,12.8,0.5,999.0,0.2651,0.9333,86.37144851187686,76.99213749926668
202.55546,37.242361,1,086+77,4434,1.49,long,12.8,13.8,0.5,999.0,0.0374,0.9167,86.37144851187686,76.99213749926668
258.14167,59.445278,1,088+36,4454,1.49,short,7.0,12.2,0.5,999.0,0.3771,0.9313,88.33531858695922,35.58099882816872
258.14167,59.445278,1,088+36,4454,1.49,medium,12.2,12.8,0.5,999.0,0.0821,0.9417,88.33531858695922,35.58099882816872
258.14167,59.445278,1,088+36,4454,1.49,long,12.8,13.8,0.5,999.0,0.0,1.0,88.33531858695922,35.58099882816872
208.50929,43.254778,1,089+70,4233,1.49,short,7.0,12.2,0.5,999.0,0.8023,0.9409,88.82175998833316,69.49166078431465
208.50929,43.254778,1,089+70,4233,1.49,medium,12.2,12.8,0.5,999.0,0.3548,0.9431,88.82175998833316,69.49166078431465
208.50929,43.254778,1,089+70,4233,1.49,long,12.8,13.8,0.5,999.0,0.0524,0.9523,88.82175998833316,69.49166078431465
